currentState;newState;ts;
IDLE;FETCH_WP;2021-02-24T16:44:16.330Z;
FETCH_WP;FETCH_WP_WAIT;2021-02-24T16:44:42.658Z;
FETCH_WP_WAIT;STORE_CONTAINER;2021-02-24T16:44:48.130Z;
STORE_CONTAINER;IDLE;2021-02-24T16:45:17.940Z;
