currentState;newState;ts;
IDLE;START;2021-02-24T16:46:03.235Z;
START;COLOR_DETECTION;2021-02-24T16:46:03.297Z;
COLOR_DETECTION;START_COUNT;2021-02-24T16:46:08.435Z;
START_COUNT;CHECK_COUNT;2021-02-24T16:46:08.639Z;
CHECK_COUNT;EJECTION_RED;2021-02-24T16:46:10.216Z;
EJECTION_RED;SORTED;2021-02-24T16:46:10.743Z;
SORTED;IDLE;2021-02-24T16:46:11.850Z;
