currentState;newState;ts;
IDLE;FETCH_WP_VGR_ORDER;2021-02-24T16:44:16.252Z;
FETCH_WP_VGR_ORDER;VGR_WAIT_FETCHED;2021-02-24T16:44:28.094Z;
VGR_WAIT_FETCHED;MOVE_VGR2MPO;2021-02-24T16:44:48.117Z;
MOVE_VGR2MPO;START_PRODUCE;2021-02-24T16:45:15.297Z;
START_PRODUCE;IDLE;2021-02-24T16:45:15.364Z;
IDLE;NFC_PRODUCED;2021-02-24T16:46:17.941Z;
NFC_PRODUCED;MOVE_PICKUP_WAIT;2021-02-24T16:46:34.771Z;
MOVE_PICKUP_WAIT;MOVE_PICKUP;2021-02-24T16:46:51.358Z;
MOVE_PICKUP;IDLE;2021-02-24T16:46:51.749Z;
