currentState;newState;ts;
IDLE;FETCH_WP;2021-02-24T16:56:29.436Z;
FETCH_WP;FETCH_WP_WAIT;2021-02-24T16:57:10.458Z;
FETCH_WP_WAIT;STORE_CONTAINER;2021-02-24T16:57:16.128Z;
STORE_CONTAINER;IDLE;2021-02-24T16:57:58.430Z;
