currentState;newState;ts;
IDLE;FAULT;2021-02-24T16:57:41.940Z;
IDLE;BURN;2021-02-24T16:57:41.968Z;
BURN;VGR_TRANSPORT;2021-02-24T16:58:00.239Z;
VGR_TRANSPORT;TABLE_SAW;2021-02-24T16:58:18.232Z;
TABLE_SAW;TABLE_BELT;2021-02-24T16:58:27.110Z;
TABLE_BELT;EJECT;2021-02-24T16:58:28.015Z;
EJECT;TRANSPORT;2021-02-24T16:58:28.994Z;
TRANSPORT;IDLE;2021-02-24T16:58:32.218Z;
