currentState;newState;ts;
IDLE;FETCH_WP_VGR_ORDER;2021-02-24T16:53:13.943Z;
FETCH_WP_VGR_ORDER;VGR_WAIT_FETCHED;2021-02-24T16:53:25.580Z;
VGR_WAIT_FETCHED;MOVE_VGR2MPO;2021-02-24T16:53:53.709Z;
MOVE_VGR2MPO;START_PRODUCE;2021-02-24T16:54:20.579Z;
START_PRODUCE;IDLE;2021-02-24T16:54:20.697Z;
IDLE;NFC_PRODUCED;2021-02-24T16:55:23.306Z;
NFC_PRODUCED;MOVE_PICKUP_WAIT;2021-02-24T16:55:40.669Z;
MOVE_PICKUP_WAIT;MOVE_PICKUP;2021-02-24T16:55:57.375Z;
MOVE_PICKUP;IDLE;2021-02-24T16:55:57.496Z;
