currentState;newState;ts;
IDLE;FETCH_WP;2021-02-24T16:53:14.210Z;
FETCH_WP;FETCH_WP_WAIT;2021-02-24T16:53:47.918Z;
FETCH_WP_WAIT;STORE_CONTAINER;2021-02-24T16:53:53.719Z;
STORE_CONTAINER;IDLE;2021-02-24T16:54:29.003Z;
