currentState;newState;ts;
IDLE;FETCH_WP;2021-02-24T16:59:47.979Z;
FETCH_WP;FETCH_WP_WAIT;2021-02-24T17:00:28.857Z;
FETCH_WP_WAIT;STORE_CONTAINER;2021-02-24T17:00:34.433Z;
STORE_CONTAINER;IDLE;2021-02-24T17:01:16.578Z;
