currentState;newState;ts;
IDLE;FAULT;2021-02-24T17:01:00.107Z;
IDLE;BURN;2021-02-24T17:01:00.281Z;
BURN;VGR_TRANSPORT;2021-02-24T17:01:18.197Z;
VGR_TRANSPORT;TABLE_SAW;2021-02-24T17:01:36.483Z;
TABLE_SAW;TABLE_BELT;2021-02-24T17:01:45.521Z;
TABLE_BELT;EJECT;2021-02-24T17:01:46.509Z;
EJECT;TRANSPORT;2021-02-24T17:01:47.673Z;
TRANSPORT;FAULT;2021-02-24T17:01:57.788Z;
TRANSPORT;IDLE;2021-02-24T17:01:59.930Z;
