currentState;newState;ts;
IDLE;FETCH_WP_VGR_ORDER;2021-02-24T16:59:47.838Z;
FETCH_WP_VGR_ORDER;VGR_WAIT_FETCHED;2021-02-24T16:59:59.592Z;
VGR_WAIT_FETCHED;MOVE_VGR2MPO;2021-02-24T17:00:34.389Z;
MOVE_VGR2MPO;START_PRODUCE;2021-02-24T17:01:01.013Z;
START_PRODUCE;IDLE;2021-02-24T17:01:01.063Z;
