currentState;newState;ts;
IDLE;FAULT;2021-02-24T16:51:05.862Z;
IDLE;BURN;2021-02-24T16:51:06.006Z;
BURN;VGR_TRANSPORT;2021-02-24T16:51:23.988Z;
VGR_TRANSPORT;TABLE_SAW;2021-02-24T16:51:42.066Z;
TABLE_SAW;TABLE_BELT;2021-02-24T16:51:50.966Z;
TABLE_BELT;EJECT;2021-02-24T16:51:52.086Z;
EJECT;TRANSPORT;2021-02-24T16:51:52.638Z;
TRANSPORT;IDLE;2021-02-24T16:51:56.080Z;
