currentState;newState;ts;
IDLE;FETCH_WP;2021-02-24T16:50:08.920Z;
FETCH_WP;FETCH_WP_WAIT;2021-02-24T16:50:34.886Z;
FETCH_WP_WAIT;STORE_CONTAINER;2021-02-24T16:50:40.568Z;
STORE_CONTAINER;IDLE;2021-02-24T16:51:08.035Z;
