currentState;newState;ts;
IDLE;START;2021-02-24T16:51:54.804Z;
START;COLOR_DETECTION;2021-02-24T16:51:54.871Z;
COLOR_DETECTION;START_COUNT;2021-02-24T16:52:00.189Z;
START_COUNT;CHECK_COUNT;2021-02-24T16:52:00.316Z;
CHECK_COUNT;EJECTION_WHITE;2021-02-24T16:52:01.341Z;
EJECTION_WHITE;SORTED;2021-02-24T16:52:02.094Z;
SORTED;IDLE;2021-02-24T16:52:03.556Z;
