currentState;newState;ts;
IDLE;START;2021-02-24T16:39:45.997Z;
START;COLOR_DETECTION;2021-02-24T16:39:46.371Z;
COLOR_DETECTION;START_COUNT;2021-02-24T16:39:51.382Z;
START_COUNT;CHECK_COUNT;2021-02-24T16:39:51.423Z;
CHECK_COUNT;EJECTION_BLUE;2021-02-24T16:39:54.665Z;
EJECTION_BLUE;SORTED;2021-02-24T16:39:55.459Z;
SORTED;IDLE;2021-02-24T16:39:56.806Z;
