currentState;newState;ts;
IDLE;FETCH_WP;2021-02-24T16:38:01.544Z;
FETCH_WP;FETCH_WP_WAIT;2021-02-24T16:38:27.514Z;
FETCH_WP_WAIT;STORE_CONTAINER;2021-02-24T16:38:33.054Z;
STORE_CONTAINER;IDLE;2021-02-24T16:39:00.718Z;
