currentState;newState;ts;
IDLE;FETCH_WP_VGR_ORDER;2021-02-24T16:47:03.805Z;
FETCH_WP_VGR_ORDER;VGR_WAIT_FETCHED;2021-02-24T16:47:15.087Z;
VGR_WAIT_FETCHED;MOVE_VGR2MPO;2021-02-24T16:47:42.969Z;
MOVE_VGR2MPO;START_PRODUCE;2021-02-24T16:48:09.451Z;
START_PRODUCE;IDLE;2021-02-24T16:48:09.515Z;
IDLE;NFC_PRODUCED;2021-02-24T16:49:12.753Z;
NFC_PRODUCED;MOVE_PICKUP_WAIT;2021-02-24T16:49:29.702Z;
MOVE_PICKUP_WAIT;MOVE_PICKUP;2021-02-24T16:49:46.376Z;
MOVE_PICKUP;IDLE;2021-02-24T16:49:46.559Z;
