currentState;newState;ts;
IDLE;FETCH_WP;2021-02-24T16:47:03.845Z;
FETCH_WP;FETCH_WP_WAIT;2021-02-24T16:47:37.234Z;
FETCH_WP_WAIT;STORE_CONTAINER;2021-02-24T16:47:42.992Z;
STORE_CONTAINER;IDLE;2021-02-24T16:48:17.701Z;
