input0;input1;input2;input3;input4;input5;input6;input7;ts;
0;0;1;1;1;0;6;0;2021-02-24T16:47:22.736Z;
0;0;1;1;1;0;6;0;2021-02-24T16:47:23.173Z;
0;0;1;1;1;0;0;6;2021-02-24T16:47:44.372Z;
0;0;1;1;1;0;6;0;2021-02-24T16:47:54.696Z;
0;0;1;1;0;0;0;0;2021-02-24T16:48:26.502Z;
1;0;0;1;1;0;0;0;2021-02-24T16:48:44.393Z;
0;1;0;1;1;0;0;0;2021-02-24T16:48:53.324Z;
0;0;1;1;1;0;0;0;2021-02-24T16:48:54.373Z;
0;0;1;1;1;6;0;0;2021-02-24T16:49:04.015Z;
0;0;1;1;1;0;9;0;2021-02-24T16:49:25.089Z;
