currentState;newState;ts;
IDLE;START;2021-02-24T16:48:57.241Z;
START;COLOR_DETECTION;2021-02-24T16:48:57.291Z;
COLOR_DETECTION;START_COUNT;2021-02-24T16:49:02.467Z;
START_COUNT;CHECK_COUNT;2021-02-24T16:49:02.646Z;
CHECK_COUNT;EJECTION_RED;2021-02-24T16:49:04.481Z;
EJECTION_RED;SORTED;2021-02-24T16:49:05.212Z;
SORTED;IDLE;2021-02-24T16:49:06.651Z;
