currentState;newState;ts;
IDLE;FETCH_WP;2021-02-24T16:41:03.452Z;
FETCH_WP;FETCH_WP_WAIT;2021-02-24T16:41:36.789Z;
FETCH_WP_WAIT;STORE_CONTAINER;2021-02-24T16:41:42.603Z;
STORE_CONTAINER;IDLE;2021-02-24T16:42:17.502Z;
