currentState;newState;ts;
IDLE;FAULT;2021-02-24T16:42:08.470Z;
IDLE;BURN;2021-02-24T16:42:08.499Z;
BURN;VGR_TRANSPORT;2021-02-24T16:42:26.417Z;
VGR_TRANSPORT;TABLE_SAW;2021-02-24T16:42:44.860Z;
TABLE_SAW;TABLE_BELT;2021-02-24T16:42:55.772Z;
TABLE_BELT;EJECT;2021-02-24T16:42:56.893Z;
EJECT;TRANSPORT;2021-02-24T16:42:57.814Z;
TRANSPORT;IDLE;2021-02-24T16:43:01.041Z;
