currentState;newState;ts;
IDLE;FETCH_WP_VGR_ORDER;2021-02-24T16:41:02.921Z;
FETCH_WP_VGR_ORDER;VGR_WAIT_FETCHED;2021-02-24T16:41:15.137Z;
VGR_WAIT_FETCHED;MOVE_VGR2MPO;2021-02-24T16:41:42.579Z;
MOVE_VGR2MPO;START_PRODUCE;2021-02-24T16:42:09.706Z;
START_PRODUCE;IDLE;2021-02-24T16:42:09.943Z;
IDLE;NFC_PRODUCED;2021-02-24T16:43:15.466Z;
NFC_PRODUCED;MOVE_PICKUP_WAIT;2021-02-24T16:43:32.802Z;
MOVE_PICKUP_WAIT;MOVE_PICKUP;2021-02-24T16:43:49.361Z;
MOVE_PICKUP;IDLE;2021-02-24T16:43:49.465Z;
