currentState;newState;ts;
IDLE;START;2021-02-24T16:42:59.765Z;
START;COLOR_DETECTION;2021-02-24T16:42:59.944Z;
COLOR_DETECTION;START_COUNT;2021-02-24T16:43:05.123Z;
START_COUNT;CHECK_COUNT;2021-02-24T16:43:05.170Z;
CHECK_COUNT;EJECTION_BLUE;2021-02-24T16:43:08.202Z;
EJECTION_BLUE;SORTED;2021-02-24T16:43:08.794Z;
SORTED;IDLE;2021-02-24T16:43:10.073Z;
